selection1_name
THE BEES
Maxsta
Jay Reatard / Sonic Youth
Perc
Siavash Amini
Lone
FEVER RAY
GEORGE EARNEST & DER OPIUM QUEEN
THOM YORKE
Dorian Concept
Ami Dang
Moon Diagrams
Xavier De Enciso
YATTA
Swarm Intelligence
I Jahbar
HORSEPOWER PRODUCTIONS
regularfantasy
Prins Thomas
MoMa Ready
"Les Filles de Illighadad, Edmony Krater"
"Kayo Makino, Tori Kudo"
Two Daughters
Davy Kehoe
Mafika
The Criminal Minds
Oli XL
RM
Masks
Various Artists
Dennis Young
Body Of Light
CLOCK DVA
HILDUR Gudnadottir
CLARK
Nick Cave & Warren Ellis
THOM YORKE
Oneohtrix Point Never
Not Waving & Dark Mark
Various Artists
TV VICTOR
Four Tet
Various Artists
K15 & SMBD
Demdike Stare
The Bees / Little Big Man
94 East
Grimm Grimm
Sly
Tom Richards
Merzbow
Takayuki Shiraishi
"AceMoma, AceMo, MoMa Ready"
asKesem
Pamela Nkutha / Whoosha
Alexandra Spence
Various Artists
Various Artists
Lyric
JAB
Roméo Poirier
TELEFON TEL AVIV
M.Geddes Gengras
ALVA NOTO + RYUICHI SAKAMOTO
JAMES RUSKIN
MOODYMANN
Yin Yin
Nicola Ratti
Vatican Shadow
Charolastra
Michael O'Shea
Dots
MAURIZIO / CARL CRAIG
LOVE JOYS
MAURIZIO
Burial
Annette Brissett
Zoviet France
OREN AMBARCHI
ALVA NOTO
NEIL YOUNG
T++
DJ Python
Dub Surgeon
ROUND TWO
Mark Fisher & Justin Barton
Martyn
GREG BEATO
Lurka
Chris Gantry
DOOM
Emilie Levienaise-Farrouch
Darling & Lexi
Several Wives
Leila Bordreuil
Heith
DBRIDGE
Olaf Blanch
Cocktail Party Effect
Fine Jewelers
Various Artists
Evadney
Sam KDC
Negashi Armada
Hauschka & múm
Buttechno
Władysław Komendarek
Buttechno
Ohad Fishof
Fennesz
ZEITKRATZER
Various Artists
Cando
MADTEO
Ernest Berk
The Humble Bee & Offthesky
The Deontic Miracle (Catherine Christer Hennix)
DALE CORNISH
Om Kalsoum
Buttechno
Various Artists
Winfried Muhlum-Pyrapheros
Shabason & Gunning
Ojo Balingo
The Meditations
DYNAMO
Ryuichi Sakamoto + Taylor Deupree
Various Artists
